ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga
487,X,2026-07-14,USER_487,Liberen a los policías que grabaron dándole su merecido a los mareros. https:// t.co/ydqU5s7DZn,Liberen a los policías que grabaron dándole su merecido a los mareros. https:// t.co/ydqU5s7DZn,liberen a los policias que grabaron dandole su merecido a los mareros https t co ydqu s dzn,Amenazas/Violencia,3,Celebración de Violencia,Pandilleros/Mareros,NO,NO,SÍ,95,14,0,0,0,1
2743,X,2026-07-01,USER_2743,nah es imposible contra los judíos de mierda,nah es imposible contra los judíos de mierda,nah es imposible contra los judios de mierda,Discurso de Odio,2,Antisemitismo,Personas judi­as,NO,NO,NO,44,8,0,0,0,1
1652,X,2026-05-30,USER_1652,"Váyanse ala mierda si esto pasa, déjate de ser de este equipo, dígame que equipo empiezo a ser fanatico.","Váyanse ala mierda si esto pasa, déjate de ser de este equipo, dígame que equipo empiezo a ser fanatico.",vayanse ala mierda si esto pasa dejate de ser de este equipo digame que equipo empiezo a ser fanatico,Lenguaje Ofensivo,1,Palabras Obscenas,,NO,NO,NO,104,19,0,0,0,1
2583,Facebook,2026-07-26,USER_2583,Si ya se sabe q toda esa gente católica es enferma,Si ya se sabe q toda esa gente católica es enferma,si ya se sabe q toda esa gente catolica es enferma,Discurso de Odio,2,Religiofobia,"Cristianos, profetas",NO,NO,NO,50,11,0,0,0,0
2944,X,2026-06-20,USER_2944,Malparidos venezolanos de mierda,Malparidos venezolanos de mierda,malparidos venezolanos de mierda,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,32,4,0,0,0,1
2249,Facebook,2026-06-02,USER_2249,Ya salieron los hambrientinos,Ya salieron los hambrientinos,ya salieron los hambrientinos,Discurso de Odio,2,Estigmatización Nacional,Personas en situación de pobreza o precariedad,SI,SI,NO,29,4,0,0,0,1
2065,X,2026-06-14,USER_2065,"Al contrario estás todo el día al palo, la testo te aumenta la libido, no se para cuando corta el ciclo","Al contrario estás todo el día al palo, la testo te aumenta la libido, no se para cuando corta el ciclo",al contrario estas todo el dia al palo la testo te aumenta la libido no se para cuando corta el ciclo,No Tóxico,0,,,NO,NO,NO,103,21,0,0,0,0
1254,Facebook,2026-07-14,USER_1254,Y un ignorante que más puede hacer? Y la gente que mira sus pendejadas lo hace ser prepotente y sentirse la gran 💩,Y un ignorante que más puede hacer? Y la gente que mira sus pendejadas lo hace ser prepotente y sentirse la gran :caca_con_ojos:,y un ignorante que mas puede hacer y la gente que mira sus pendejadas lo hace ser prepotente y sentirse la gran,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,SÍ,114,23,1,0,0,1
2739,X,2026-07-07,USER_2739,Judíos de mierda,Judíos de mierda,judios de mierda,Discurso de Odio,2,Antisemitismo,Personas judi­as,NO,NO,NO,16,3,0,0,0,1
988,Facebook,2026-07-24,USER_988,"Pena de muerte es lo que necesitan para que se acaben las siguientes generaciones de mareros , violadores, asesinos, políticos sin escrúpulos que roban dejando a familias en la hambruna o desgracia y a las autoridades que abusan del pueblo por su corrupción y falta de honor.","Pena de muerte es lo que necesitan para que se acaben las siguientes generaciones de mareros , violadores, asesinos, políticos sin escrúpulos que roban dejando a familias en la hambruna o desgracia y a las autoridades que abusan del pueblo por su corrupción y falta de honor.",pena de muerte es lo que necesitan para que se acaben las siguientes generaciones de mareros violadores asesinos politicos sin escrupulos que roban dejando a familias en la hambruna o desgracia y a las autoridades que abusan del pueblo por su corrupcion y falta de honor,Amenazas/Violencia,3,Deseo de Daño,Grupo,NO,NO,SÍ,275,47,0,0,0,1
2396,Facebook,2026-07-21,USER_2396,Y uno que otro aho0gado cómo excursión de colonia marginal,Y uno que otro aho0gado cómo excursión de colonia marginal,y uno que otro aho gado como excursion de colonia marginal,Discurso de Odio,2,Clasismo,Habitantes de colonias marginales,NO,NO,NO,58,10,0,0,0,0
1160,Facebook,2026-06-25,USER_1160,Vieja malcriada,Vieja malcriada,vieja malcriada,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,15,2,0,0,0,0
493,X,2026-07-14,USER_493,"Con todo, hoy a usarlos de tiro al blanco. Malditos mareros. Un policia da su vida por su trabajo. Un maldito engendro marero mata, secuestran, violadores, roba y pasa feliz la vida o la cárcel. Pues ya basta, ojo por ojo. Y si alguien no le gusta tambien.","Con todo, hoy a usarlos de tiro al blanco. Malditos mareros. Un policia da su vida por su trabajo. Un maldito engendro marero mata, secuestran, violadores, roba y pasa feliz la vida o la cárcel. Pues ya basta, ojo por ojo. Y si alguien no le gusta tambien.",con todo hoy a usarlos de tiro al blanco malditos mareros un policia da su vida por su trabajo un maldito engendro marero mata secuestran violadores roba y pasa feliz la vida o la carcel pues ya basta ojo por ojo y si alguien no le gusta tambien,Amenazas/Violencia,3,Incitación a la Violencia,Pandilleros/Mareros,NO,NO,NO,256,48,0,0,0,5
2582,Facebook,2026-07-26,USER_2582,es un yeso vieja cerota retrasada,es un yeso vieja cerota retrasada,es un yeso vieja cerota retrasada,Discurso de Odio,2,Capacitismo,Persona objetivo,NO,NO,NO,33,6,0,0,0,1
430,X,2026-07-14,USER_430,Hsy q hacer justicia por nuestras propias manos marero y ladron visto laxron y marero muerto esa es la consigna,Hsy q hacer justicia por nuestras propias manos marero y ladron visto laxron y marero muerto esa es la consigna,hsy q hacer justicia por nuestras propias manos marero y ladron visto laxron y marero muerto esa es la consigna,Amenazas/Violencia,3,Incitación a la Violencia,Pandilleros/Mareros,NO,NO,NO,111,20,0,0,0,3
880,Facebook,2026-07-19,USER_880,Esta bien que muera más ciclistas por imprudentes van como enfermo no son profesionales así que que siguen muriendo,Esta bien que muera más ciclistas por imprudentes van como enfermo no son profesionales así que que siguen muriendo,esta bien que muera mas ciclistas por imprudentes van como enfermo no son profesionales asi que que siguen muriendo,Amenazas/Violencia,3,Celebración de Violencia,Ciclistas,NO,NO,NO,115,19,0,0,0,1
1877,X,2026-07-08,USER_1877,El hijo de puta de Oyarzabal cada que se pone la camisa de España,El hijo de puta de Oyarzabal cada que se pone la camisa de España,el hijo de puta de oyarzabal cada que se pone la camisa de espana,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,65,14,0,0,0,1
2629,X,2026-07-05,USER_2629,"Perdón pero hay como montones de inmigrantes de mierda en las universidades argentinas porque en diferencia de tu país de cagada nosotros tenemos todo público,lo dejamos libre para todos pero claro nosotros somos los malos","Perdón pero hay como montones de inmigrantes de mierda en las universidades argentinas porque en diferencia de tu país de cagada nosotros tenemos todo público,lo dejamos libre para todos pero claro nosotros somos los malos",perdon pero hay como montones de inmigrantes de mierda en las universidades argentinas porque en diferencia de tu pais de cagada nosotros tenemos todo publico lo dejamos libre para todos pero claro nosotros somos los malos,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,222,35,0,0,0,3
1985,X,2026-06-14,USER_1985,"No seas estupido nene, estamos hablando del muro que levantaron EN LA FRONTERA CON MEJICO PORQUE SE LES LLENA DE CACA EL PAIS. Después criminales hay en todos lados. Si lo sabrás vos que vivis en un narco-estado. Igual si hay que explicártelo es porque no te da la cabecita 😁","No seas estupido nene, estamos hablando del muro que levantaron EN LA FRONTERA CON MEJICO PORQUE SE LES LLENA DE CACA EL PAIS. Después criminales hay en todos lados. Si lo sabrás vos que vivis en un narco-estado. Igual si hay que explicártelo es porque no te da la cabecita :cara_radiante_con_ojos_sonrientes:",no seas estupido nene estamos hablando del muro que levantaron en la frontera con mejico porque se les llena de caca el pais despues criminales hay en todos lados si lo sabras vos que vivis en un narco estado igual si hay que explicartelo es porque no te da la cabecita,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,SÍ,275,51,1,0,0,4
899,Facebook,2026-07-20,USER_899,Podrirse ai,Podrirse ai,podrirse ai,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/presos,NO,NO,NO,11,2,0,0,0,0
725,Facebook,2026-07-14,USER_725,Es importante rememorar cómo el viejo sistema intentó bloquear la voluntad popular y cómo Nuevas Ideas triunfó ante esos obstáculos #Consilidación,Es importante rememorar cómo el viejo sistema intentó bloquear la voluntad popular y cómo Nuevas Ideas triunfó ante esos obstáculos #Consilidación,es importante rememorar como el viejo sistema intento bloquear la voluntad popular y como nuevas ideas triunfo ante esos obstaculos consilidacion,No Tóxico,0,,,NO,NO,SÍ,146,21,0,0,1,0
400,X,2026-07-14,USER_400,"Yo lo ke No entiendo es porke putas se alegran ,,,,Si el cerote Favor hizo de despacharse a un monton de malditas Lacras ke habian en esa Prision,,,o ahora defienden a esos Malditos mareros ,extorsionadores y asesinos ke están ahi Vacacionando ?? Cooomaaan mierda !!","Yo lo ke No entiendo es porke putas se alegran ,,,,Si el cerote Favor hizo de despacharse a un monton de malditas Lacras ke habian en esa Prision,,,o ahora defienden a esos Malditos mareros ,extorsionadores y asesinos ke están ahi Vacacionando ?? Cooomaaan mierda !!",yo lo ke no entiendo es porke putas se alegran si el cerote favor hizo de despacharse a un monton de malditas lacras ke habian en esa prision o ahora defienden a esos malditos mareros extorsionadores y asesinos ke estan ahi vacacionando cooomaaan mierda,Amenazas/Violencia,3,Celebración de Violencia,Pandilleros/Mareros,NO,NO,NO,266,45,0,0,0,4
2034,X,2026-06-14,USER_2034,"Que hace el hijo de puta de Molina con el Rodri, leyenda viva del futbol. Otro que no debe volver las instalaciones del Atletico de Madrid https://x.com/camavingha694/status/2078965868629782642/video/1","Que hace el hijo de puta de Molina con el Rodri, leyenda viva del futbol. Otro que no debe volver las instalaciones del Atletico de Madrid http://url",que hace el hijo de puta de molina con el rodri leyenda viva del futbol otro que no debe volver las instalaciones del atletico de madrid http url,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,201,27,0,0,0,2
2801,X,2026-06-25,USER_2801,"Dicen los negros de mierda que perdieron la mitad del país ajajaja que ni siquiera sirven para reclamarlo. Pq viven dejandose coger por el amo yankee. Les encanta humillarse y ponerse de rodillase ante el amo. Pero lo normal, si como dije son unos pobres animalitos, subespecie.","Dicen los negros de mierda que perdieron la mitad del país ajajaja que ni siquiera sirven para reclamarlo. Pq viven dejandose coger por el amo yankee. Les encanta humillarse y ponerse de rodillase ante el amo. Pero lo normal, si como dije son unos pobres animalitos, subespecie.",dicen los negros de mierda que perdieron la mitad del pais ajajaja que ni siquiera sirven para reclamarlo pq viven dejandose coger por el amo yankee les encanta humillarse y ponerse de rodillase ante el amo pero lo normal si como dije son unos pobres animalitos subespecie,Discurso de Odio,2,Racismo,Personas negras,NO,NO,NO,278,47,0,0,0,2
2099,Facebook,2026-07-02,USER_2099,Marco Pulido Amox ese nombre cogupto que ni los mismos PRIANDJOS IGNORANTES FRACASADOS quisieron sería pésima idea,Marco Pulido Amox ese nombre cogupto que ni los mismos PRIANDJOS IGNORANTES FRACASADOS quisieron sería pésima idea,marco pulido amox ese nombre cogupto que ni los mismos priandjos ignorantes fracasados quisieron seria pesima idea,Lenguaje Ofensivo,1,Insulto Directo,Grupo politico,NO,NO,SI,114,17,0,0,0,1
2348,Facebook,2026-07-21,USER_2348,En 4 lo pusieron y salió positivo ??,En 4 lo pusieron y salió positivo ??,en lo pusieron y salio positivo,Discurso de Odio,2,Serofobia,Personas con VIH,NO,NO,NO,36,8,0,0,0,0
1247,Facebook,2026-07-14,USER_1247,La mediocridad en toda expression..,La mediocridad en toda expression..,la mediocridad en toda expression,Lenguaje Ofensivo,1,Crítica Fuerte,Persona Individual,SÍ,SÍ,SÍ,35,5,0,0,0,0
655,Facebook,2026-07-14,USER_655,Bueno hasta la selección de mi barrio va a poder participar,Bueno hasta la selección de mi barrio va a poder participar,bueno hasta la seleccion de mi barrio va a poder participar,No Tóxico,0,,,NO,SÍ,NO,59,11,0,0,0,0
1239,Facebook,2026-06-26,USER_1239,Mucho a Dorado ese hijue o uta,Mucho a Dorado ese hijue o uta,mucho a dorado ese hijue o uta,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,NO,30,7,0,0,0,0
2247,Facebook,2026-06-25,USER_2247,Infantino le pagó al arquero de Inglaterra para que se dejara hacer esos 2 goles!!,Infantino le pagó al arquero de Inglaterra para que se dejara hacer esos 2 goles!!,infantino le pago al arquero de inglaterra para que se dejara hacer esos goles,No Tóxico,0,,Personas argentinas,SI,SI,NO,82,15,0,0,0,0
2167,Facebook,2026-05-29,USER_2167,Julio López Jr. ese we seguro es de Guate o Honduras jajaja que van a saber de futbol,Julio López Jr. ese we seguro es de Guate o Honduras jajaja que van a saber de futbol,julio lopez jr ese we seguro es de guate o honduras jajaja que van a saber de futbol,Discurso de Odio,2,Burla por nacionalidad,Personas argentinas,SI,SI,NO,85,18,0,0,0,0
558,Facebook,2026-07-14,USER_558,Listo me encantaria ser de las Feliz ganadora,Listo me encantaria ser de las Feliz ganadora,listo me encantaria ser de las feliz ganadora,No Tóxico,0,,,NO,NO,NO,45,8,0,0,0,0
2504,Facebook,2026-07-21,USER_2504,"jajajaja estos Mejichangos si que son un mate de risa ?? ??,si el 90% de Mexicanos son así,jajajaja,estos tienen la realidad bien alterada xd,ya veo porque piensan que México es potencia mundial xdxdxdxdxd","jajajaja estos Mejichangos si que son un mate de risa ?? ??,si el 90% de Mexicanos son así,jajajaja,estos tienen la realidad bien alterada xd,ya veo porque piensan que México es potencia mundial xdxdxdxdxd",jajajaja estos mejichangos si que son un mate de risa si el de mexicanos son asi jajajaja estos tienen la realidad bien alterada xd ya veo porque piensan que mexico es potencia mundial xdxdxdxdxd,Discurso de Odio,2,Xenofobia,Mexicanos,NO,NO,NO,205,33,0,0,0,1
1427,Facebook,2026-06-14,USER_1427,Q vuelva al verdadero dueño no es justo lo q asen estos hjd60milptas,Q vuelva al verdadero dueño no es justo lo q asen estos hjd60milptas,q vuelva al verdadero dueno no es justo lo q asen estos hjd milptas,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,68,13,0,0,0,0
9,X,2026-07-13,USER_009,"#SurfCity | Jaime Abarca consiguió la primera posición del heat 3 de la categoría junior sub 16, asegurando su clasificación a semifinales. #SecretaríaDePrensa","#SurfCity | Jaime Abarca consiguió la primera posición del heat 3 de la categoría junior sub 16, asegurando su clasificación a semifinales. #SecretaríaDePrensa",surfcity jaime abarca consiguio la primera posicion del heat de la categoria junior sub asegurando su clasificacion a semifinales secretariadeprensa,No Tóxico,0,,,NO,NO,SÍ,159,23,0,0,2,0
57,X,2026-07-13,USER_057,"#Nacionales | Tanto salvadoreños como extranjeros participan y disfrutan de las diversas actividades que tienen lugar en #Suchitoto, Cuscatlán.","#Nacionales | Tanto salvadoreños como extranjeros participan y disfrutan de las diversas actividades que tienen lugar en #Suchitoto, Cuscatlán.",nacionales tanto salvadorenos como extranjeros participan y disfrutan de las diversas actividades que tienen lugar en suchitoto cuscatlan,No Tóxico,0,,,NO,NO,NO,143,19,0,0,2,0
1221,Facebook,2026-06-26,USER_1221,Esta bueno 👍 que solo yeven por vender esa maldita droga jente de mal vivir 😠😠,Esta bueno :pulgar_hacia_arriba: que solo yeven por vender esa maldita droga jente de mal vivir :cara_enfadada: :cara_enfadada:,esta bueno que solo yeven por vender esa maldita droga jente de mal vivir,Lenguaje Ofensivo,1,Insulto Directo,,SÍ,SÍ,NO,78,16,3,0,0,1
1406,Facebook,2026-06-25,USER_1406,Vichos culeros Los dos..,Vichos culeros Los dos..,vichos culeros los dos,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,24,4,0,0,0,0
773,Facebook,2026-07-18,USER_773,Cadena perpetua El Salvador no es Guatemala,Cadena perpetua El Salvador no es Guatemala,cadena perpetua el salvador no es guatemala,No Tóxico,0,,Traficantes de personas,NO,NO,NO,43,7,0,0,0,0
476,X,2026-07-14,USER_476,Ya ratos que no veía buenas noticias como esa de los cuatro mareros muertos en yayantique la unión,Ya ratos que no veía buenas noticias como esa de los cuatro mareros muertos en yayantique la unión,ya ratos que no veia buenas noticias como esa de los cuatro mareros muertos en yayantique la union,Amenazas/Violencia,3,Celebración de Violencia,Pandilleros/Mareros,NO,NO,NO,98,18,0,0,0,2
680,Facebook,2026-07-14,USER_680,Cuando la veo me da más ancias de seguir viviendo mi espíritu se enaltese su bellesa penetra en lo más profundo de mi ser esque la veo tan linda aunque usted no lo crea que el cielo derrame todas las bendiciones para usted hasta pronto,Cuando la veo me da más ancias de seguir viviendo mi espíritu se enaltese su bellesa penetra en lo más profundo de mi ser esque la veo tan linda aunque usted no lo crea que el cielo derrame todas las bendiciones para usted hasta pronto,cuando la veo me da mas ancias de seguir viviendo mi espiritu se enaltese su bellesa penetra en lo mas profundo de mi ser esque la veo tan linda aunque usted no lo crea que el cielo derrame todas las bendiciones para usted hasta pronto,No Tóxico,0,,,NO,NO,NO,235,45,0,0,0,0
2367,Facebook,2026-07-22,USER_2367,Primeros te salen los uyeyos después los bagres y por último talves una tú loca,Primeros te salen los uyeyos después los bagres y por último talves una tú loca,primeros te salen los uyeyos despues los bagres y por ultimo talves una tu loca,Lenguaje Ofensivo,1,Palabras Obscenas,"Personas LGBT, personas con discapacidad",NO,NO,NO,79,15,0,0,0,0
2290,Facebook,2026-07-23,USER_2290,fiel seguidor de Israel?te creo que le desees la muerte a la gente.,fiel seguidor de Israel?te creo que le desees la muerte a la gente.,fiel seguidor de israel te creo que le desees la muerte a la gente,Discurso de Odio,2,Antisemitismo,Judíos,NO,NO,NO,67,13,0,0,0,0
2690,X,2026-06-18,USER_2690,Recuerden que el único país donde caribeño y quilombo son insultos es en Argentina y que los que fuera de dicho país usan su camiseta y son medio oscuritos allá no los bajan de negros de mierda. País que socialmente se enorgullece de no tener 'negros'.,Recuerden que el único país donde caribeño y quilombo son insultos es en Argentina y que los que fuera de dicho país usan su camiseta y son medio oscuritos allá no los bajan de negros de mierda. País que socialmente se enorgullece de no tener 'negros'.,recuerden que el unico pais donde caribeno y quilombo son insultos es en argentina y que los que fuera de dicho pais usan su camiseta y son medio oscuritos alla no los bajan de negros de mierda pais que socialmente se enorgullece de no tener negros,No Tóxico,0,,Personas negras,NO,NO,NO,252,46,0,0,0,2
2819,X,2026-07-07,USER_2819,"Encima puto se llevan al perro????? Putos gitanos de mierda y se creerán que saldrá todo bien, hijos de puta","Encima puto se llevan al perro????? Putos gitanos de mierda y se creerán que saldrá todo bien, hijos de puta",encima puto se llevan al perro putos gitanos de mierda y se creeran que saldra todo bien hijos de puta,Discurso de Odio,2,Racismo,Personas gitanas,NO,NO,NO,108,20,0,0,0,5
3054,X,2026-06-27,USER_3054,Argentinos se creen europeos. La verdad es que son sexta generación hijos de patas que se acostaron con sus dueños mientras le limpiaban la casa. Son indios de mierda que se creen blancos. Todos enanos. Celebran como animales. Le robaron los apellidos a sus dueños,Argentinos se creen europeos. La verdad es que son sexta generación hijos de patas que se acostaron con sus dueños mientras le limpiaban la casa. Son indios de mierda que se creen blancos. Todos enanos. Celebran como animales. Le robaron los apellidos a sus dueños,argentinos se creen europeos la verdad es que son sexta generacion hijos de patas que se acostaron con sus duenos mientras le limpiaban la casa son indios de mierda que se creen blancos todos enanos celebran como animales le robaron los apellidos a sus duenos,Discurso de Odio,2,Racismo,Personas latinoamericanas,NO,NO,NO,264,45,0,0,0,3
244,X,2026-07-14,USER_244,"Continuaremos trabajando para nuestra niñez y adolescencia. Jucuarán, Usulután. #EducacionSV #MiNuevaEscuela","Continuaremos trabajando para nuestra niñez y adolescencia. Jucuarán, Usulután. #EducacionSV #MiNuevaEscuela",continuaremos trabajando para nuestra ninez y adolescencia jucuaran usulutan educacionsv minuevaescuela,No Tóxico,0,,,NO,NO,SÍ,108,11,0,0,2,0
1912,X,2026-07-08,USER_1912,PA LA MIERDA SE VA USA 😂,PA LA MIERDA SE VA USA :cara_llorando_de_risa:,pa la mierda se va usa,Lenguaje Ofensivo,1,Palabras Obscenas,,SÍ,NO,SÍ,24,7,1,0,0,1
2427,Facebook,2026-07-23,USER_2427,Y como si no fuera suficiente.... Una g0r-dha h0rri-pilante..... Hace falta ser un gusano sin dignidad ??,Y como si no fuera suficiente.... Una g0r-dha h0rri-pilante..... Hace falta ser un gusano sin dignidad ??,y como si no fuera suficiente una g r dha h rri pilante hace falta ser un gusano sin dignidad,Discurso de Odio,2,Gordofobia,Personas con sobrepeso,NO,NO,NO,105,17,0,0,0,0
85,X,2026-07-13,USER_085,"Super #ENCHILADAS Salvadoreñas, la cena perfecta!! 󾍘󾌧󾬓󾓦#RecetasSV #ElSalvador http:// RecetasSalvadorenas.com http:// fb.me/4zIdwfuyA","Super #ENCHILADAS Salvadoreñas, la cena perfecta!! 󾍘󾌧󾬓󾓦#RecetasSV #ElSalvador http:// RecetasSalvadorenas.com http:// fb.me/4zIdwfuyA",super enchiladas salvadorenas la cena perfecta recetassv elsalvador http recetassalvadorenas com http fb me zidwfuya,No Tóxico,0,,,NO,NO,NO,133,12,0,0,3,0
1896,X,2026-07-08,USER_1896,"Ellos mismos se ponen para que se los hagan mierda, cual amor a la patria?, di esotos dos gorgojos cerotes velando hueso andan","Ellos mismos se ponen para que se los hagan mierda, cual amor a la patria?, di esotos dos gorgojos cerotes velando hueso andan",ellos mismos se ponen para que se los hagan mierda cual amor a la patria di esotos dos gorgojos cerotes velando hueso andan,Lenguaje Ofensivo,1,Insulto Directo,,SÍ,NO,SÍ,126,23,0,0,0,3
1534,Facebook,2026-07-26,USER_1534,Jaja bicha puta jajajaj,Jaja bicha puta jajajaj,jaja bicha puta jajajaj,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,NO,23,4,0,0,0,1
1218,Facebook,2026-06-26,USER_1218,"Ejemplo para los viejos q son, así quien no les da vergüenza y esas locas asaber q mañana tienen en el q muere por su gusto q lo entierren parado","Ejemplo para los viejos q son, así quien no les da vergüenza y esas locas asaber q mañana tienen en el q muere por su gusto q lo entierren parado",ejemplo para los viejos q son asi quien no les da verguenza y esas locas asaber q manana tienen en el q muere por su gusto q lo entierren parado,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,145,30,0,0,0,1
1997,X,2026-06-14,USER_1997,Tiene cojones sí,Tiene cojones sí,tiene cojones si,No Tóxico,0,,,NO,NO,NO,16,3,0,0,0,0
1670,X,2026-06-02,USER_1670,Que Osico man grande de este perro no ofendo al perro estúpido 😡 gorgojo cuanto te pagan eso era antes con tus partidos estúpido,Que Osico man grande de este perro no ofendo al perro estúpido :cara_cabreada: gorgojo cuanto te pagan eso era antes con tus partidos estúpido,que osico man grande de este perro no ofendo al perro estupido gorgojo cuanto te pagan eso era antes con tus partidos estupido,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,SÍ,128,24,1,0,0,3
183,X,2026-07-13,USER_183,@AsambleaSV emite pronunciamiento con motivo de la celebración del Día de la Juventud #JuventudSV,@usuario emite pronunciamiento con motivo de la celebración del Día de la Juventud #JuventudSV,usuario emite pronunciamiento con motivo de la celebracion del dia de la juventud juventudsv,No Tóxico,0,,,NO,NO,SÍ,97,14,0,1,1,1
2704,X,2026-06-14,USER_2704,que se caguen batando negros de mierda yo ya soy español,que se caguen batando negros de mierda yo ya soy español,que se caguen batando negros de mierda yo ya soy espanol,Discurso de Odio,2,Racismo,Personas negras,NO,NO,NO,56,11,0,0,0,2
832,Facebook,2026-07-19,USER_832,Viejo cochino al cecot lo deberían llebar,Viejo cochino al cecot lo deberían llebar,viejo cochino al cecot lo deberian llebar,Amenazas/Violencia,3,Deseo de Daño,Individuo señalado (anciano acusado de conducta indecente),NO,NO,NO,41,7,0,0,0,0
2334,Facebook,2026-07-22,USER_2334,mejicanos = sin el culo sano,mejicanos = sin el culo sano,mejicanos sin el culo sano,Discurso de Odio,2,Xenofobia,Mexicanos,NO,NO,NO,28,6,0,0,0,2
568,Facebook,2026-07-14,USER_568,"Que bueno que es parte de la ayuda, bendiciones.","Que bueno que es parte de la ayuda, bendiciones.",que bueno que es parte de la ayuda bendiciones,No Tóxico,0,,,NO,NO,SÍ,48,9,0,0,0,0
2982,X,2026-06-29,USER_2982,Q negros de mierda,Q negros de mierda,q negros de mierda,Discurso de Odio,2,Racismo,Personas negras o racializadas,NO,NO,NO,18,4,0,0,0,2
3034,X,2026-07-11,USER_3034,"Indios de mierda, lastre de Bolivia. Devuelvan el gas y la gasolina. Goni les dejó un mar de gas.","Indios de mierda, lastre de Bolivia. Devuelvan el gas y la gasolina. Goni les dejó un mar de gas.",indios de mierda lastre de bolivia devuelvan el gas y la gasolina goni les dejo un mar de gas,Discurso de Odio,2,Racismo,Personas latinoamericanas,NO,NO,NO,97,19,0,0,0,2
1577,X,2026-05-24,USER_1577,Ella está en El Salvador y tú ? Ah huyendo como los otros cobardes no sos ni más ni menos que los otros ladrones basuras 🖕🖕,Ella está en El Salvador y tú ? Ah huyendo como los otros cobardes no sos ni más ni menos que los otros ladrones basuras :dedo_corazón_hacia_arriba: :dedo_corazón_hacia_arriba:,ella esta en el salvador y tu ah huyendo como los otros cobardes no sos ni mas ni menos que los otros ladrones basuras,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,SÍ,123,26,2,0,0,1
606,Facebook,2026-07-14,USER_606,"Enfermera Quiroa, gracias por curar mis manitos y por la sensibilidad y el cariño con que lo haces.","Enfermera Quiroa, gracias por curar mis manitos y por la sensibilidad y el cariño con que lo haces.",enfermera quiroa gracias por curar mis manitos y por la sensibilidad y el carino con que lo haces,No Tóxico,0,,,NO,NO,NO,99,18,0,0,0,1
1468,Facebook,2026-06-14,USER_1468,El silabario que se compre esa 0ta mejor,El silabario que se compre esa 0ta mejor,el silabario que se compre esa ta mejor,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,SÍ,40,8,0,0,0,0
2926,X,2026-06-01,USER_2926,"Siguiendo con la ucronía de su tuit: Si los venezolanos de mierda no hubieran votado por Chávez, este tuit no existiría. Abrazo.","Siguiendo con la ucronía de su tuit: Si los venezolanos de mierda no hubieran votado por Chávez, este tuit no existiría. Abrazo.",siguiendo con la ucronia de su tuit si los venezolanos de mierda no hubieran votado por chavez este tuit no existiria abrazo,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,128,22,0,0,0,2
1083,Facebook,2026-06-22,USER_1083,Estos serotes solo por hacer número agarran ala jentes y los ponen como pandilleros miren los propios pandilleros si los agarran por qué afuera hay un montón todavía,Estos serotes solo por hacer número agarran ala jentes y los ponen como pandilleros miren los propios pandilleros si los agarran por qué afuera hay un montón todavía,estos serotes solo por hacer numero agarran ala jentes y los ponen como pandilleros miren los propios pandilleros si los agarran por que afuera hay un monton todavia,Lenguaje Ofensivo,1,Insulto Directo,Instituciones Públicas,NO,NO,SÍ,165,28,0,0,0,1
337,X,2026-07-14,USER_337,"Me comentan que hay un empresario de la zona oriental pone a disposición extenso terreno que servirá de fosa como para unos 5,000 mareros.","Me comentan que hay un empresario de la zona oriental pone a disposición extenso terreno que servirá de fosa como para unos 5,000 mareros.",me comentan que hay un empresario de la zona oriental pone a disposicion extenso terreno que servira de fosa como para unos mareros,Amenazas/Violencia,3,Celebración de Violencia,Pandilleros/Mareros,NO,NO,NO,138,24,0,0,0,1
1908,X,2026-07-08,USER_1908,Ese salvadoreño perro hijueputa no se puede caer un suizo porque todo les pita,Ese salvadoreño perro hijueputa no se puede caer un suizo porque todo les pita,ese salvadoreno perro hijueputa no se puede caer un suizo porque todo les pita,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,78,14,0,0,0,3
